Id-risorsa,Tipologia-risorsa,Data-creazione,Anno-inizio,IdentificativoIRIS,Titolo,Descrizione,Sede,Durata,Data-fine,Responsabili,Partecipanti,Dipartimenti,EntiPartner-ID,Enti-Descrizione,Aree-scientifiche-coinvolte,Obbiettivi,Tipologia-coinvolgimento,Pubblici-Coinvolti,Finanziamenti-esterni,Link,Settori-Erc,SSD,Parole-chiave,Iniziative-figlieIDIRIS,Iniziative-padreIDIRIS,Centri-ricerca-collegatiIDIRIS,Progetti-collegati
44756,Altre iniziative di Public Engagement,13/05/2022,2021,PEN-13229,Circular Health for Industry,Guido Boella responsabile del progetto e Serena Ambrosini coordinatrice di CANP presentano il progetto La Casa nel Parco CANP all'evento finale del 17/5/2021,EVENTO ON LINE,1,17/05/2021,BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Istituzioni ed enti locali (5)/// Terzo settore/ONG (20),0,,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
44795,Altre iniziative di Public Engagement,13/05/2022,2021,PEN-13258,Breaking Science - Episodio 2,La seconda puntata di Breaking Science L’ospite del giorno è il prof. Guido Boella dell'Università degli Studi di Torino che ci ha raccontato Circular Health uno dei tre progetti vincitori del Bando Intelligenza Artificiale.Il progetto vuole adottare un approccio circolare per coprire non solo gli aspetti della salute umana ma anche il benessere degli animali nell’industria alimentare e la qualità della produzione agricola.,Evento in line,1,16/03/2021,BOELLA Guido,BOELLA Guido,INFORMATICA,,,,,Informazione,Cittadini (0),0,https://www.youtube.com/watch?v=-O_rfMiJIUg,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
44810,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,13/05/2022,2021,PEN-13264,Presentazione del progetto CH4I al Kickoff meeting,Il coordinatore Guido Boella presenta il progetto Circular Health for Industry (CH4I) al Kickoff meeting del 18/01/2021,Evento online,1,18/01/2021,BOELLA Guido,,INFORMATICA,84667/// 76297/// 85384/// 78296/// 91011/// 85197/// 92843/// 126005,Ospedale Cottolengo (PRESIDIO SANITARIO)/// AOU Città della Salute e della Scienza di Torino/// CNR - CONSIGLIO NAZIONALE DELLE RICERCHE      Istituto di Fisiologia Clinica/// AGROINNOVA -Centro di competenza per l'innovazione in campo Agro-Ambientale - Università degli Studi di Torino/// FUDEX GROUP S.P.A./// CONSOFT SISTEMI S.p.A./// Fondazione Bruno Kessler TRENTO/// VANZETTI HOLSTEIN SOCIETA SEMPLICE AGRICOLA,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Altro visualizzazioni web (18),0,https://www.youtube.com/watch?v=JwUj-DGRBAg,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
44816,Altre iniziative di Public Engagement,13/05/2022,2021,PEN-13270,“CANP - La CAsa Nel Parco” Premio #IR20 Piemonte Innovazione e Ricerca,“CANP - La CAsa Nel Parco” progetto per l’ospedalizzazione a domicilio nel contesto dei prossimi Parco della Salute di Torino e Città della Salute di Novara è il vincitore del Premio #IR20 Piemonte Innovazione e Ricerca istituito dalla Regione #Piemonte per valorizzare un sistema fondamentale per lo sviluppo del territorio.La premiazione si è svolta il 24 maggio nel Museo Egizio Torino nel corso di una serata presentata da Marco Berry e iniziata con un pensiero alla tragedia della funivia Stresa-Mottarone.,Museo Egizio Torino,1,24/05/2021,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (90)/// Istituzioni ed enti locali (10),0,,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
44863,Pubblicazione e gestione di siti web e altri canali social di comunicazione e divulgazione scientifica,13/05/2022,2021,PEN-13295,Gestione sito e pagina facebook di -FirstLife- e -Commonshod-,Gestione sito e pagina facebook di -FirstLife- e -Commonshod-,,365,31/12/2021,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Altro utenti web - visualizzazioni (700),0,,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
44868,Altre iniziative di Public Engagement,13/05/2022,2021,PEN-13300,GeoNight 2021,Utilizzo FirstLife per workshop online -Torino Città delle Acque- durante la notte delle geografia 2021,EVENTO ON LINE,1,,SCHIFANELLA Claudio/// BOELLA Guido,,INFORMATICA/// CULTURE POLITICA E SOCIETA',,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (50)/// Terzo settore/ONG (0),0,,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
44870,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,13/05/2022,2021,PEN-13302,Cartoline -FirstLife-,articolo divulgativo sulla newsletter -Cartoline-,https://cartoline.substack.com/p/firstlife?s=r,1,07/12/2021,BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (3662),0,,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
45010,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,13/05/2022,2021,PEN-13400,ACCESSO A DATI DI QUALITà — un problema politico,Articolo sulla rivista Healthcare Policy 3/2021 sul progetto CH4I,,1,01/12/2021,SULIS Emilio/// BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (1000),0,,PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
45217,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13491,ESPLORARE (CON) I DIZIONARI DIGITALI,Attività di coinvolgimento e interazione con il mondo della scuola: laboratori di didattica innovativa per studenti delle scuole secondarie di II grado su come si utilizzano i dizionari digitali (circa 35 classi),,365,31/12/2021,MARCHISIO CONTE Marina/// MARELLO Carla,PULVIRENTI MARTA/// RABELLINO Sergio/// FISSORE CECILIA/// ROMAN FABIO/// FLORIS Francesco,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// LINGUE E LETTERATURE STRANIERE E CULTURE MODERNE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 10 - Scienze dell'antichitafilologico-letterarie e storico-artistiche,,Collaborazione,Secondaria II grado studenti (700),0,https://esploradizionari.i-learn.unito.it/,SH4_8 - Language learning and processing (first and second languages)/// SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45219,Pubblicazione e gestione di siti web e altri canali social di comunicazione e divulgazione scientifica,16/05/2022,2021,PEN-13493,Orient@mente,La piattaforma Orient@mente aperta a tutti i cittadini propone percorsi interattivi attività di orientamento laboratori interattivi per tutti loro che sono interessati a scoprire il mondo universitario la ricerca svolta in Università le attività formative universitarie e sono interessati a capire le proprie inclinazioni ed interessi.,,365,31/12/2021,MARCHISIO CONTE Marina,FLORIS Francesco/// RABELLINO Sergio/// SACCHET Matteo/// ROMAN FABIO,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA/// MATEMATICA -GIUSEPPE PEANO-,,,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 02 - Scienze fisiche/// AREA MIN. 03 - Scienze chimiche/// AREA MIN. 04 - Scienze della terra/// AREA MIN. 05 - Scienze biologiche/// AREA MIN. 06 - Scienze mediche/// AREA MIN. 07 - Scienze agrarie e veterinarie/// AREA MIN. 10 - Scienze dell'antichitafilologico-letterarie e storico-artistiche/// AREA MIN. 11 - Scienze storiche filosofiche pedagogiche e psicologiche/// AREA MIN. 12 - Scienze giuridiche/// AREA MIN. 13 - Scienze economiche e statistiche/// AREA MIN. 14 - Scienze politiche e sociali,,Collaborazione,Cittadini (456845),0,https://orientamente.unito.it/,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45220,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13494,Gara di Matematica,Gara di Matematica (svolta online causa Covid) per 120 studenti delle scuole secondarie di II grado del Piemonte e della Valle d'Aosta selezionati durante l'anno all'interno del Progetto DMT. Gli studenti si sfidano a risolvere problemi di matematica al computer usando un ambiente di calcolo evoluto.,,14,10/05/2021,MARCHISIO CONTE Marina,BARANA Alice/// FISSORE CECILIA/// FLORIS Francesco/// PULVIRENTI MARTA/// RABELLINO Sergio/// ROMAN FABIO/// SACCHET Matteo/// CASASSO FRANCESCA,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA/// MATEMATICA -GIUSEPPE PEANO-,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Secondaria II grado studenti (120),0,https://digitalmatetraining.i-learn.unito.it/,PE1_21 - Application of mathematics in industry and society/// SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45222,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13496,Digital Math Training: Laboratori di didattica innovativa,Attività laboratoriali svolte con 154 classi di studenti e i loro docenti della scuola secondaria di secondo grado (di tutte le classi dalla prima alla quinta) di scuole del Piemonte e della Valle d'Aosta.,,83,31/12/2021,MARCHISIO CONTE Marina,FISSORE CECILIA/// FLORIS Francesco/// RABELLINO Sergio/// ROMAN FABIO/// SACCHET Matteo/// FRADIANTE VALERIA/// CASASSO FRANCESCA/// BARANA Alice,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Secondaria II grado insegnanti (154)/// Secondaria II grado studenti (3093),0,https://digitalmatetraining.i-learn.unito.it/,PE1_21 - Application of mathematics in industry and society/// SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45223,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13497,Training online per lo sviluppo di competenze di problem solving,Laboratori online in cui 445 studenti di scuole secondarie di II grado di Piemonte e Valle d'Aosta interagiscono con tutor e lavorano da soli e in gruppo per lo sviluppo di competenze di problem solving con un ACE Sono previsti appuntamenti settimanali sincroni e asincroni. Attività finanziata dalla Fondazione CRT all'interno del Programma Diderot.,,114,24/04/2021,MARCHISIO CONTE Marina,FISSORE CECILIA/// FLORIS Francesco/// PULVIRENTI MARTA/// RABELLINO Sergio/// ROMAN FABIO/// SACCHET Matteo/// CASASSO FRANCESCA/// BARANA Alice,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Secondaria II grado studenti (445),0,https://digitalmatetraining.i-learn.unito.it/,PE1_21 - Application of mathematics in industry and society/// SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45226,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13500,compiti@casa,Iniziativa per supportare alunni e alunne con difficoltà della scuola secondaria di secondo grado e per promuovere il successo scolastico. Azione realizzata attraverso metodologie innovative e strumenti digitali con tutor giovani motivati e preparati coinvolgendo in una triangolazione virtuosa le scuole gli studenti universitari e le famiglie degli alunni. Le ragazze e i ragazzi vengono seguiti nello studio personale pomeridiano a casa per quattro ore settimanali: due per l’area umanistica due per quella scientifica.,online,365,31/12/2021,MARCHISIO CONTE Marina/// BALBO Andrea,ROMAN FABIO/// PULVIRENTI MARTA/// CASASSO FRANCESCA/// MOLLEA SIMONE/// LORENZATTO ANNA/// FISSORE CECILIA/// RABELLINO Sergio/// FLORIS Francesco,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA/// STUDI UMANISTICI,98873/// 134535,FONDAZIONE DE AGOSTINI Ente Filantropico del Terzo Settore/// IGT Lottery SpA,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 10 - Scienze dell'antichitafilologico-letterarie e storico-artistiche,,Collaborazione,Secondaria I grado insegnanti (55)/// Secondaria I grado studenti (300),0,https://compitiacasa.i-learn.unito.it/,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45227,Pubblicazione e gestione di siti web e altri canali social di comunicazione e divulgazione scientifica,16/05/2022,2021,PEN-13501,Foundation Programme,Percorso online semiaperto interattivo per recuperare l'anno integrativo che consente di raggiungere i 12 anni di scolarizzazione necessari per l'ingresso nel mondo universitario europeo.,,365,31/12/2021,MARCHISIO CONTE Marina/// MARELLO Carla,FLORIS Francesco/// RABELLINO Sergio,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// LINGUE E LETTERATURE STRANIERE E CULTURE MODERNE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 02 - Scienze fisiche/// AREA MIN. 03 - Scienze chimiche/// AREA MIN. 04 - Scienze della terra/// AREA MIN. 05 - Scienze biologiche/// AREA MIN. 10 - Scienze dell'antichitafilologico-letterarie e storico-artistiche/// AREA MIN. 11 - Scienze storiche filosofiche pedagogiche e psicologiche/// AREA MIN. 12 - Scienze giuridiche/// AREA MIN. 13 - Scienze economiche e statistiche/// AREA MIN. 14 - Scienze politiche e sociali,,Collaborazione,Secondaria II grado studenti (7848),0,https://foundationprogramme.unito.it/,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45251,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13510,Laboratorio “Valutazione formativa automatica nelle discipline STEM”,Laboratorio di didattica innovativa: valutazione formativa automatica per un apprendimento personalizzato nell'ambito delle discipline STEM.,,43,12/04/2021,MARCHISIO CONTE Marina,BARANA Alice/// FISSORE CECILIA/// ROMAN FABIO/// SACCHET Matteo/// RABELLINO Sergio,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Secondaria II grado insegnanti (32),0,,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45252,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13511,Laboratorio “Valutazione formativa nelle discipline STEM”,Laboratorio di didattica innovativa per la scuola dell'infanzia e primaria sulla valutazione formativa automatica per un apprendimento personalizzato nell'ambito delle discipline STEM.,,57,19/05/2021,MARCHISIO CONTE Marina,CASASSO FRANCESCA/// PULVIRENTI MARTA/// BARANA Alice/// FISSORE CECILIA/// RABELLINO Sergio,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Infanzia insegnanti (8)/// Primaria insegnanti (16),0,,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
45280,Attività di coinvolgimento e interazione con il mondo della scuola,16/05/2022,2021,PEN-13524,lezione interattiva sull'uso dei social e sull'analisi dei conteuti in rete,lezione interattiva sull'uso dei social e sull'analisi dei conteuti in rete,,1,10/12/2021,CAPECCHI Sara,DE LORENZO Aurelia/// TESAURI BEATRICE,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,lezione interattiva sull'uso dei social e sull'analisi dei conteuti in rete,Ascolto e dialogo,Secondaria I grado insegnanti (1)/// Secondaria I grado studenti (40),0,,PE6_9 - Human computer interaction and interface visualization and natural language processing/// SH2_10 - Communication networks media information society,,,,,,
45281,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,16/05/2022,2021,PEN-13525,notte europea dei ricercatori,notte europea dei ricercatori,,1,24/09/2021,CAPECCHI Sara,ZINGARO SANDRA,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (50),0,,,,,,,,
45282,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,17/05/2022,2021,PEN-13526,Social4school per educare a un uso consapevole della rete,articolo diculgativo sul progetto social4school,,1,22/09/2021,CAPECCHI Sara,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (100),0,,PE6_9 - Human computer interaction and interface visualization and natural language processing/// SH2_10 - Communication networks media information society,,,,,,
45283,Attività di coinvolgimento e interazione con il mondo della scuola,17/05/2022,2021,PEN-13527,incontro formativo sul progetto social4school a tirocinantidi scienze della formazione primaria,incontro formativo sul progetto social4school a tirocinantidi scienze della formazione primaria,,15,18/11/2021,CAPECCHI Sara,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Primaria insegnanti (70),0,,PE6_9 - Human computer interaction and interface visualization and natural language processing/// SH2_10 - Communication networks media information society,,,,,,
45290,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,17/05/2022,2022,PEN-13531,Ricercatori alla spina,il format viene sviluppato dall'impresa sociale Psiquadro da un’idea di Claudio Forte oggi professore associato presso il Dipartimento di Scienze Veterinarie di UniTo con alle spalle un decennio di servizio in sala. Moltissimi giovani appassionati e appassionate di ricerca si ritrovano a portare avanti lavori “paralleli” nel mondo della ristorazione. Perché non unire le due esperienze di vita servendo ai clienti la propria passione? Gli scienziati e le scienziate diventeranno per una sera speciali camerieri che porteranno a tavola racconti brevi e curiosità scientifiche che li appassionano. Gli avventori della serata avranno a disposizione due menù uno classico con tutta l’offerta di Off-Topic l’altro scientifico che presenterà i diversi piatti scientifici con un titolo e una breve accattivante descrizione.,OffTopic,1,30/03/2022,FORTE Claudio,BRUZZESE STEFANO/// RIVOIRA Luca/// OZELLA Laura/// OBERTINO Maria Margherita/// TURCI Francesco/// VIOLA IRENE/// TOSCHI Paola/// PENNA Tullia/// ROETTO Antonella/// RUBIOLA Selene/// PRESTA ALBERTO,SCIENZE VETERINARIE/// SCIENZE AGRARIE FORESTALI E ALIMENTARI/// CHIMICA/// GIURISPRUDENZA/// SCIENZE CLINICHE E BIOLOGICHE/// INFORMATICA,87756/// 84640,PSIQUADRO SCARL/// ASSOCIAZIONE CENTROSCIENZA ONLUS,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 03 - Scienze chimiche/// AREA MIN. 06 - Scienze mediche/// AREA MIN. 07 - Scienze agrarie e veterinarie/// AREA MIN. 12 - Scienze giuridiche,comunicazione e discussione di argomenti scientifici,Ascolto e dialogo,Cittadini (150),0,,LS9_3 - Applied animal sciences (including animal breeding veterinary sciences animal husbandry animal welfare aquaculture fisheries insect gene drive)/// LS9_4 - Applied plant sciences (including crop production plant breeding agroecology forestry soil biology)/// LS9_5 - Food sciences (including food technology food safety nutrition)/// LS3_1 - Morphology and functional imaging of cells and tissues/// PE4_6 - Chemical physics/// SH3_2 - Inequalities discrimination prejudice aggression and violence antisocial behaviour,,,,,,
45503,Produzione di programmi radiofonici e televisivi,19/05/2022,2022,PEN-13562,Intervista TGR Piemonte,Intervista da parte della RAI relativa al progetto EmpAI finanziato dalla Compagnia di San Paolo. Il progetto ha comportato corsi di introduzione ai concetti base di Intelligenza Artificiale in scuole elementari e medie di Torino e provincia. Si tratta di un progetto il cui scopo è valutare l'efficacia di un training nel favorire l'acquisizione di concetti base di AI.,,1,18/05/2022,BUCCIARELLI Monica/// BALDONI Matteo,MARENGO Elisa,PSICOLOGIA/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 11 - Scienze storiche filosofiche pedagogiche e psicologiche,,Informazione,Cittadini (0),0,https://www.rainews.it/tgr/piemonte/notiziari/video/2022/05/TGR-Piemonte-del-19052022-ore-1400-774403d7-a405-44c7-a4eb-1900a4696c90.html,SH4_6 - Learning memory/// cognition in ageing/// PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
45666,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,21/05/2022,2022,PEN-13589,SMAILE LABs per le scuole e le famiglie presso Salone Internazionale del Libro di Torino,SMAILE è un progetto di ricerca diretto dal Politecnico di Torino in collaborazione con l'Università di Torino (Dipartimento di Informatica e Dipartimento di Psicologia) e la Royal Holloway University of London (progetto vincitore del bando -Intelligenza Artificiale Uomo e Società- promosso dalla Fondazione Compagnia di San Paolo. All'interno del progetto abbiamo proposto al Salone del Libro di Torino nella programmazione del Bookstock laboratori per far scoprire l'Intelligenza Artificiale a bambini di età compresa tra i 9 e gli 11 anni (Lab#3 Lab#4: vedi allegato).,Salone Internazionale del Libro di Torino - Bookstock/Laboratorio Pianeta Padiglione 2,1,20/05/2022,BUCCIARELLI Monica/// BALDONI Matteo,GANDOLFI Elena/// MARENGO Elisa,PSICOLOGIA/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 11 - Scienze storiche filosofiche pedagogiche e psicologiche,,Collaborazione,Cittadini (15)/// Primaria studenti (15)/// Secondaria I grado studenti (15),0,https://www.facebook.com/ufficiostampamartafranceschetti/posts/vi-aspettiamo-al-salone-del-libro-di-torino-con-i-laboratori-di-smaile-simple-me/1917845128415543/,SH4_6 - Learning memory/// cognition in ageing/// PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
45680,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,21/05/2022,2022,PEN-13590,UniTO al Salone del libro. L'intelligenza artificiale per lo sviluppo sostenibile.,L’Intelligenza Artificiale è una tecnologia potente che avrà impatti rilevanti sulle nostre vite sull’economia sul lavoro e sulla democrazia ma anche sul pianeta intero sul cambiamento climatico e sulla biodiversità. Durante l'incontro sarà presentato il volume “Intelligenza artificiale per lo sviluppo sostenibile” realizzato dall'Associazione Italiana Intelligenza Artificiale (AIxIA) Ong 2.0 e il Dip. di Informatica dell'Università di Bari.IntervengonoSilvia Pochettino Ong 2.0 e ImpactskillsEmanuela Girardi Associazione Italiana Intelligenza Artificiale e Founder Pop AIModeraMatteo Baldoni Associazione Italiana Intelligenza Artificiale e Dip. di Informatica UniTo,Salone Internazionale del Libro di Torino,1,21/05/2022,BALDONI Matteo,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Presentazione del volume -Intelligenza Artificiale per lo sviluppo sostenibile-.,Ascolto e dialogo,Cittadini (10),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
46285,Produzione di programmi radiofonici e televisivi,25/05/2022,2022,PEN-13640,Intervista TG Leonardo nazionale,Intervista da parte della RAI  - destinata al TG Leonardo - relativa al progetto EmpAI finanziato dalla Compagnia di San Paolo.,,1,24/05/2022,BUCCIARELLI Monica/// BALDONI Matteo,MARENGO Elisa,PSICOLOGIA/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 11 - Scienze storiche filosofiche pedagogiche e psicologiche,,Informazione,Cittadini (0),0,https://www.rainews.it/tgr/piemonte/video/2022/03/torino-lintelligenza-artificiale-tra-i-banchi-4faa784a-b4fc-4398-a35c-789fef41ac62.html,SH4_6 - Learning memory/// cognition in ageing/// PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,
47141,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,26/05/2022,2021,PEN-13670,Notte dei Ricercatori - Caffè Scientifico,Dibattito su Innovazione ed Economia Circolare organizzato all'interno della Notte Europea della Ricerca 2021,Torino Castello del Valentino,1,25/09/2021,QUATRARO Francesco/// PIRONTI Marco/// BAROLO Claudia,,ECONOMIA E STATISTICA -COGNETTI DE MARTIIS-/// CHIMICA/// INFORMATICA,84362,EATALY S.P.A.,AREA MIN. 13 - Scienze economiche e statistiche,,Ascolto e dialogo,Cittadini (30),0,https://www.sharper-night.it/evento/dibattito-castello-del-valentino-2/,SH2_6 - Sustainability sciences environment and resources/// SH2_7 - Environmental and climate change societal impact and policy/// SH1_11 - Technological change innovation research and development/// LS1_2 - Biochemistry,,,,,,
48321,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,01/06/2022,2022,PEN-13735,Accessibility Days 2022 stand Dip. Informatica,Accessibility Days è più grande evento italiano sull'Accessibilità e l'Inclusività delle tecnologie digitali. Il dipartimento ha presentato al pubblico tramite il proprio stand il progetto Cares e Piuma [DA AGGIUNGERE GLI ENTI RICHIESTA INOLTRATA IL 1/6/22],Istituto dei Ciechi di Milano Via Vivaio 7 MilanoOnline,2,21/05/2022,CENA Federica/// MATTUTINO Claudio,CENA Federica/// MATTUTINO Claudio/// BRIGHENTI Stefania Laura,INFORMATICA,88699/// 138548,ASL CITTA' DI TORINO/// Unione Italiana dei Ciechi e degli Ipovedenti ONLUS-APS,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 11 - Scienze storiche filosofiche pedagogiche e psicologiche,Restituzione dei risultati del progetto PIUMA al termine della sua attività e racconto delle sfide che si pone il nuovo progetto Cares,Informazione,Cittadini (2100),0,https://accessibilitydays.it/2022/it/,PE6_10 - Web and information systems database systems information retrieval and digital libraries data fusion/// PE6_7 - Artificial intelligence intelligent systems multi agent systems,,,,,,CENF_CRT_21_01
48609,Attività di coinvolgimento e interazione con il mondo della scuola,07/06/2022,2021,PEN-13762,La matematica per l'educazione civica,Attività laboratoriali di didattica innovativa svolte con docenti della scuola secondaria di secondo grado di scuole del Piemonte e della Valle d'Aosta. In ciascun laboratorio è stata affrontata un'applicazione specifica della matematica nell'ambito dell'educazione civica.,,125,14/06/2021,MARCHISIO CONTE Marina,BARANA Alice/// RABELLINO Sergio,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Secondaria II grado insegnanti (70),0,,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
48610,Attività di coinvolgimento e interazione con il mondo della scuola,07/06/2022,2021,PEN-13763,Laboratorio “Progettare e valutare attività per lo sviluppo di competenze di problem solving e di pensiero computazionale”,Laboratorio di didattica innovativa: progettazione di attività per l’insegnamento delle discipline STEM attraverso l’uso delle metodologie del problem solving e del pensiero computazionale da utilizzare in classe con gli alunni e da diffondere nella scuola come buone pratiche.,,45,31/12/2021,MARCHISIO CONTE Marina,BARANA Alice/// FISSORE CECILIA/// CASASSO FRANCESCA/// FRADIANTE VALERIA/// RABELLINO Sergio,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Collaborazione,Infanzia insegnanti (6)/// Primaria insegnanti (15),0,,SH3_11 - Social aspects of learning curriculum studies educational policies,,,,,,
